FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr
193225;1283-109H;Filborna Kraftvärmeverk;25189;Sweden;56.06926;12.766019;Länsstyrelsen i Skåne län;Hjortshögsvägen 7;;Helsingborg;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;102000000;249000000;248000000;205000000;196000000;208000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
200487;Scotland-2493;INEOS Chemicals Grangemouth Ltd;FK3 9XH;United Kingdom;56.0201;-3.68557;SEPA;Boness Road;--;Grangemouth;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;888000000;903000000;490000000;492000000;487000000;496000000;Mineral oil and gas refineries;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
200488;Scotland-2494;INEOS Infrastructure (Grangemouth) Ltd;FK3 9XH;United Kingdom;56.0201;-3.68557;SEPA;Boness Road;--;Grangemouth;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;592000000;521000000;424000000;414000000;495000000;457000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
200943;03-09-09000237910;ENGIE Kraftwerk Wilhelmshaven GmbH & Co. KG;26388;Germany;53.57035546;8.138532878;Umweltbundesamt;Niedersachsendamm;10;Wilhelmshaven;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;2140000000;2670000000;1070000000;2110000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
200990;06-05-300-0214067;Orion Engineered Carbons GmbH Werk Kalscheuren;50997;Germany;50.87350106;6.918461426;Umweltbundesamt;Harry-Kloepfer-Str.;1;Köln;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Non metals, metal oxides or other inorganic compounds;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;296000000;297000000;326000000;308000000;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
200994;06-05-300-9975553;Statkraft Markets GmbH;50354;Germany;50.86160348;6.847169424;Umweltbundesamt;Industriestrasse;300;Hürth;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;156000000;161000000;118000000;346000000;402000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
202030;vl01861924000182;BASF DOW HPPO PRODUCTION;2040;Belgium;51.33997;4.2766933;Vlaamse Milieumaatschappij (VMM);Scheldelaan;600;Antwerpen;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;104000000;0;0;0;0;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
202070;vl01863967000139;STYROLUTION BELGIUM;2040;Belgium;51.35627;4.2673345;Vlaamse Milieumaatschappij (VMM);Scheldelaan,Haven 725;600;Antwerpen;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;103000000;101000000;237000000;112000000;0;109000000;112000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;202070;#N/A;#N/A;;;;;;;;;;;;;;
202100;vl01856771000272;ELECTRAWINDS BIOSTOOM;8400;Belgium;51.209675;2.9940522;Vlaamse Milieumaatschappij (VMM);Solvaylaan,INDUSTRIETERREIN PLASSENDALE II;7;Oostende;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;205000000;209000000;208000000;211000000;221000000;231000000;238000000;231000000;Thermal power stations and other combustion installations;;;;;202100;#N/A;#N/A;;;;;;;;;;;;;;
202102;vl01857153000218;A & S ENERGIE;8780;Belgium;50.910717;3.3052666;Vlaamse Milieumaatschappij (VMM);Nieuwenhovestraat;5;Oostrozebeke;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;131000000;211000000;220000000;231000000;227000000;239000000;236000000;275000000;Thermal power stations and other combustion installations;;;;;202102;#N/A;#N/A;;;;;;;;;;;;;;
202132;vl01864275000195;4HAMCOGEN;3945;Belgium;51.078953;5.162397;Vlaamse Milieumaatschappij (VMM);De Snep,voorheen Aubruggestraat 16;3324;Ham;5.(c);Waste and waste water management;Installations for the disposal of non-hazardous waste;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;110000000;123000000;117000000;102000000;0;Installations for the disposal of non-hazardous waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
202142;vl01853961047789;Electrabel  Centrale Knippegroen;9042;Belgium;51.156857;3.8119082;Vlaamse Milieumaatschappij (VMM);Knippegroen;3;Gent;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;3040000000;3960000000;4320000000;4650000000;4360000000;4570000000;4630000000;5210000000;Thermal power stations and other combustion installations;;;;;202142;#N/A;#N/A;;;;;;;;;;;;;;
202210;410;Energiezentrale Forsthaus (KVA);3001;Switzerland;46.95145625;7.413928118;BAFU;Murtenstrasse 100;;Bern;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;134000000;135000000;140000000;146000000;160000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
202237;CZ0117068E;Paroplynový zdroj Počerady;44001;Czech Republic;50.42935833;13.67677778;Ministry of the Environment of the Czech Republic;N/A;;Výškov;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;178000000;0;199000000;644000000;606000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
209580;9829;Mærsk Olie og Gas A/S;6700;Denmark;47.39839331;9.997531039;Miljøstyrelsen;Kanalen;2;Esbjerg;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;398000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
209594;9823;Mærsk Olie og Gas A/S;6700;Denmark;47.60787687;9.715710822;Miljøstyrelsen;Kanalen;2;Esbjerg;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;240000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
209627;9673;Hillerød Kraftvarmeværk;3400;Denmark;55.90745114;12.31120416;Miljøstyrelsen;Hestehavevej;1;Hillerød;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;137000000;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;209627;#N/A;#N/A;;;;;;;;;;;;;;
209635;9828;Mærsk Olie og Gas A/S;6700;Denmark;47.48460612;9.728357393;Miljøstyrelsen;Kanalen;2;Esbjerg;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;256000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
209649;9824;Mærsk Olie og Gas A/S;6700;Denmark;47.6140557;9.755422747;Miljøstyrelsen;Kanalen;2;Esbjerg;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;101000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
209659;9831;Hess Denmark ApS;1100;Denmark;47.9460179;9.300294928;Miljøstyrelsen;Østergade;26B;København K;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;171000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210029;071.01355;EDF PEI Port Est;97420;France;-20.93158705;55.31059547;Ministère de la Transition Ecologique et Solidaire;Site de la baie du Port-Est  CS 71070  97829 LE PORT CEDEX;;PORT;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;257000000;458000000;438000000;516000000;562000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210052;061.08774;Rhodia Opérations;38556;France;45.39;4.77;Ministère de l'Ecologie, de l'Energie et de la Mer;Rue Gaston Monmousseau  CS 50032 - Roussillon;;SAINT-MAURICE-LEXIL;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Acids;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;109000000;0;0;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210085;056.01686;VERNEA;63000;France;45.78;3.11;Ministère de la Transition Ecologique et Solidaire;1 CHEMIN DES DOMAINES DE BEAULIEU;;CLERMONT-FERRAND;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;701000000;337000000;580000000;383000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210198;069.00568;EDF Production Electrique Insulaire SAS - Etablissement de Bellefontaine;97222;France;14.68629365;-61.14725052;Ministère de la Transition Ecologique et Solidaire;EDF PEI - centrale de Bellefontaine B  Fond Laillet;;BELLEFONTAINE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;504000000;506000000;540000000;533000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210233;062.08313;TOUL POWER Centrale électrique;54200;France;48.68;5.89;Ministère de la Transition Ecologique et Solidaire;875, rue de lEscadrille des Cigognes;;TOUL;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;153000000;248000000;0;276000000;624000000;736000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210321;061.10901;DES - DROME ENERGIE SERVICES;26700;France;44.36;4.68;Ministère de la Transition Ecologique et Solidaire;Chemin du Freyssinet  Quartier du Freyssinet;;PIERRELATTE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;138000000;136000000;133000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210356;058.04127;Bio Cogelyo Normandie;76530;France;49.34;1;Ministère de la Transition Ecologique et Solidaire;Boulevard Maritime BP 46;;GRAND-COURONNE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;120000000;138000000;143000000;149000000;147000000;142000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210531;Wales_DP3333TA;Pembroke Power Station;SA71 5SS;United Kingdom;51.6838;-5.00019;NRW03;Pembroke;--;Dyfed;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;2860000000;3880000000;4310000000;3990000000;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210730;EW_EA-15375;Saica Partington;M31 4QN;United Kingdom;53.4256;-2.41937;EA;Manchester Road;--;Carrington;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;163000000;171000000;170000000;171000000;Industrial plants for the production of paper and board and other primary wood products;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210779;EW_EA-16798;Sita (Kirklees) Limited, Kirklees Efw;HD1 6BZ;United Kingdom;53.6551;-1.77756;EA;Vine Street, Hillhouse;--;Huddersfield;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;128000000;131000000;124000000;128000000;130000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210826;EW_EA-16783;Portsmouth Incinerator;PO3 5QH;United Kingdom;50.8218;-1.05447;EA;Quartremaine Road, Portsmouth;--;Portsmouth;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;176000000;182000000;178000000;183000000;182000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210849;E263_64;Saint-Gobain Glass (UK) Ltd;DN14 0FD;United Kingdom;53.7056;-1.13882;E263;Eggborough Plant, Weeland Rd;--;Eggborough, Nr Goole;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;107000000;108000000;110000000;107000000;Installations for the manufacture of glass, including glass fibre;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210893;EW_EA-761;Teesside Crude Oil Stabalisation Terminal;TS2 1UH;United Kingdom;54.62;-1.17299;EA;Seal Sands;--;Middlesbrough;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;349000000;343000000;316000000;312000000;Mineral oil and gas refineries;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210915;Scotland-2509;Markinch Biomass CHP;KY7 6PB;United Kingdom;56.2015;-3.16208;SEPA;Markinch;--;Glenrothes;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;383000000;382000000;438000000;472000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210931;E31_114;Omega Proteins Ltd;BD13 3SG;United Kingdom;53.7968;-1.87235;E31;Erlings Works;--;Bradford;5.(e);Waste and waste water management;Installations for the disposal or recycling of animal carcasses and animal waste;;TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;205000000;0;0;0;Installations for the disposal or recycling of animal carcasses and animal waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210988;EW_EA-16588;Aylesford Newsprint Services Ltd , Aylesford Paper Mill Services;ME20 7DL;United Kingdom;51.3069;0.455738;EA;Bellingham Way, Aylesford;--;Maidstone;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;230000000;266000000;0;0;0;Industrial plants for the production of paper and board and other primary wood products;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
210989;E368_189;Encirc UK;CH2 4LF;United Kingdom;53.280942;-2.815975;E368;Ash Road;--;Elton;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;188000000;196000000;207000000;204000000;Installations for the manufacture of glass, including glass fibre;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211027;EW_EA-16776;Ancillary Components Ltd, Ancillary Components;NN10 9LU;United Kingdom;52.2635;-0.590956;EA;Goosey Lodge Industrial Estate, Rushden;--;Rushden;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;136000000;133000000;143000000;150000000;140000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211190;BEISOffsh-Voyageur-Spirit;Voyageur Spirit;--;United Kingdom;57.6169;1.64118;BEIS;--;--;--;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;0;0;113000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211216;E11_179;Ardagh Glass Barnsley;S71 2QG;United Kingdom;53.5704;-1.43893;E11;Burton Road;--;Barnsley;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;160000000;157000000;154000000;152000000;Installations for the manufacture of glass, including glass fibre;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211450;EW_EA-16008;Four Ashes Energy Recovery Facility;WV10 7DF;United Kingdom;52.6727;-2.11457;EA;Enterprise Drive;--;Four Ashes;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;283000000;307000000;306000000;304000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211452;E100_165;Guardian Industries UK Ltd;DN14 8GA;United Kingdom;53.6978;-0.90936;E100;Tom Pudding Way;--;Goole;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;147000000;140000000;138000000;149000000;Installations for the manufacture of glass, including glass fibre;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211608;EW_EA-122;Lynemouth Power Limited, Lynemouth Power Station;NE63 9YH;United Kingdom;55.2007;-1.53902;EA;Lynemouth Power Station;--;Ashington;2.(e);Productiona and processing of metals;Installations:;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;2720000000;1290000000;0;0;Installations:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211643;EW_EA-16079;Lincolnshire EfW Facility;LN6 3QZ;United Kingdom;53.1994;-0.595037;EA;Paving Way off Whisby Road;--;Lincoln;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;156000000;160000000;179000000;176000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211667;EW_EA-16737;EDF Energy (West Burton Power) Limited,Cottam Power Station;DN22 0EU;United Kingdom;53.3033;-0.781766;EA;Cottam;--;Retford;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;10200000000;8880000000;6780000000;1590000000;2960000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211842;EW_EA-16635;Singleton Birch Limited , Melton Ross Lime Works;DN38 6AE;United Kingdom;53.5857;-0.364113;EA;Melton Ross Quarries;--;Barnetby;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;232000000;231000000;228000000;237000000;282000000;Installations for the production of:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211876;EW_EA-16786;Marchwood Incinerator;SO40 4BD;United Kingdom;50.8989;-1.43683;EA;Normandy Way;--;Southampton;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;186000000;185000000;177000000;184000000;182000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
211877;E52_34;Beverage Business, Botcherby;CA1 2TL;United Kingdom;54.8886;-2.9085;E52;Borland Avenue, Botcherby;--;Carlisle;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;0;0;129000000;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212026;EW_EA-3048;West Burton Power Station;DN22 9BL;United Kingdom;53.3607;-0.811536;EA;West Burton Power Station, West Burton;--;Retford;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;9210000000;7720000000;1170000000;1770000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212038;EW_EA-16042;Saltend Chemical Site;HD12 8DS;United Kingdom;53.7372;-0.235272;EA;Off Salt End Lane;--;Hull;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;246000000;279000000;295000000;271000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212082;EW_EA-16600;Wilton Olefins 6 (Cracker);TS10 4YA;United Kingdom;54.5827;-1.10103;EA;Po Box 99, Redcar;--;Redcar;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;1190000000;1000000000;1220000000;1190000000;1170000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212313;2013000246;TRM - TERMOVALORIZZATORE DEL GERBIDO;10137;Italy;45.038055;7.585555;ISPRA;VIA PAOLO GORINI;50;TORINO;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;106000000;436000000;493000000;472000000;535000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212481;2013000486;Ahlstrom-Munksjö Italia S.p.A.;10075;Italy;45.253333;7.539722;ISPRA;Via Stura;98;MATHI;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;133000000;109000000;113000000;113000000;119000000;Industrial plants for the production of paper and board and other primary wood products;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212502;2013000018;Sito IPPC PAI - Polo Ambientale Integrato;43122;Italy;44.794605;10.328625;ISPRA;Strada Della Lupa - Loc. Ugozzolo;SNC;PARMA;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;135000000;162000000;174000000;178000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212622;2013000210;Italian Bio Products S.R.L. - Sito di Crescentino;13044;Italy;45.201666;8.057333;ISPRA;Strada del Ghiaro;26;CRESCENTINO;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;261000000;273000000;257000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212718;2013000328;Firenze FPSO;72100;Italy;40.607146;17.89949;ISPRA;A Largo di Brindisi;SNC;BRINDISI;3.(a);Mineral industry;Underground mining and related operations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;107000000;0;0;0;0;Underground mining and related operations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
212846;204617;Centrale Rotterdam;3199LB;Netherlands;51.94482;4.07205;The National Institute for Public Health and the Environment (RIVM);Missouriweg;69;Maasvlakte Rotterdam;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;200000000;2170000000;2790000000;3200000000;3480000000;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
